gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACYP1,89.37183146,0.818384216,0.255422846,3.204036875,0.001355151,0.150462534
ACYP2,160.5592996,0.190818654,0.206342255,0.924767706,0.355086752,0.763566831
ADA,759.5987322,-0.3198677,0.153041188,-2.090075906,0.036610982,0.403223924
ADA2,993.460141,-0.06923975,0.18219736,-0.380026089,0.703926049,0.918876976
ADAL,224.1110066,-0.008738966,0.174386636,-0.050112589,0.960032668,0.990931761
ADAM10,164.0315448,0.364646848,0.240306114,1.517426432,0.129159055,0.564797599
ADAM11,0.66048371,-1.351795424,1.97331834,-0.68503667,0.493320782,NA
ADAM15,380.9435742,0.001376071,0.18788903,0.007323848,0.994156467,0.999386576
ADAM17,220.9571726,-0.077144375,0.124433942,-0.619962475,0.535282492,0.865747699
ADAM19,7092.788727,-0.366659008,0.130652505,-2.806367983,0.005010344,0.220693245
ADAM22,150.1445696,0.317110802,0.362109398,0.87573204,0.381175723,0.776920829
ADAM28,0.950282172,-0.210855373,1.233000674,-0.171009942,0.864215949,NA
ADAM33,51.32266754,-0.759464596,0.292218865,-2.598958135,0.009350718,NA
ADAM8,334.1278334,-0.34956406,0.223529605,-1.563837863,0.11785565,0.55548408
ADAM9,58.31687953,0.446671592,0.26514935,1.684603758,0.092065046,NA
ADAMDEC1,1.332954836,0.573253894,2.244491802,0.255404762,0.798410493,NA
ADAMTS10,34.78636886,-0.293206638,0.21182256,-1.384208738,0.166294549,NA
ADAMTS14,0.801444043,-1.095377657,1.688264502,-0.648818746,0.516455539,NA
ADAMTS17,0.900731212,0.522513578,1.466330367,0.356340965,0.721585235,NA
ADAMTS2,82.35743798,0.629488287,0.372515085,1.689833008,0.091059907,0.520226056
ADAMTS3,1.224629689,-0.424282073,1.608015624,-0.263854447,0.791892078,NA
ADAMTS4,1.199644214,-1.294858163,1.404943606,-0.921644227,0.356714181,NA
ADAMTS7,1.140570344,1.322694781,1.327606499,0.996300321,0.319104248,NA
ADAMTSL4,1431.399169,-0.125754198,0.240661484,-0.522535622,0.601297451,0.886407612
ADAMTSL5,183.9744084,-0.106611113,0.196336838,-0.543001069,0.587129066,0.882804757
ADAP1,1549.036962,-0.072302163,0.149940646,-0.482205225,0.629660166,0.896510758
ADAP2,756.0235519,-0.16933481,0.221912428,-0.763070423,0.445421398,0.813992277
ADAR,141.6684105,-0.113647876,0.219229897,-0.518395886,0.604182085,0.888116764
ADARB1,13.70576833,-2.455744648,0.925124849,-2.654500796,0.007942585,NA
ADAT1,62.3843948,0.042515019,0.393283315,0.108102779,0.913914164,0.976516858
ADAT2,38.47690191,0.367412237,0.231823828,1.58487693,0.112994299,NA
ADAT3,121.8852528,-0.101473416,0.168181788,-0.603355557,0.546272181,0.869550812
ADCK1,30.50354514,0.198499919,0.289829622,0.684884858,0.493416582,NA
ADCK2,159.6755119,-0.029897478,0.137539339,-0.217374011,0.827916883,0.956467806
ADCK5,209.4918867,-0.083492595,0.156890282,-0.532171872,0.594606962,0.884263306
ADCY3,2.257382918,-1.717312339,0.777442958,-2.208923911,0.027179934,NA
ADCY4,5.33198975,-0.137557914,0.570641706,-0.241058291,0.809509939,NA
ADCY5,14.85206299,0.39082718,0.412522198,0.947408847,0.343430485,NA
ADCY6,21.32294533,-0.532363559,0.540303571,-0.985304536,0.324474505,NA
ADCY7,725.2519832,0.130780761,0.185883314,0.703563749,0.481704493,0.837413498
ADCY9,86.63098444,0.097683479,0.236451957,0.413121888,0.679517314,0.911406965
ADCYAP1,0,0,0,0,1,NA
ADCYAP1R1,408.9342925,0.645289809,0.380898617,1.694124842,0.090241563,0.519935323
ADD2,18.89968524,-0.113870376,0.705397026,-0.161427355,0.871756823,NA
ADD3,1836.923778,0.141377244,0.165956129,0.851895287,0.394272213,0.785290931
ADGRA2,13.94214854,0.263183884,0.403388176,0.652433314,0.514121679,NA
ADGRA3,10.92919289,0.490384901,0.413681199,1.185417422,0.235852447,NA
ADGRB1,102.4117517,-0.758704181,0.344394001,-2.203012185,0.02759389,0.373842183
ADGRB2,1.683824548,-0.075840314,1.159216326,-0.06542378,0.947836591,NA
ADGRD1,10.85420908,-0.279904243,0.547314691,-0.511413722,0.609061389,NA
ADGRE1,1070.883897,-0.503045134,0.360260648,-1.396336614,0.162613153,0.602987843
ADGRE3,2829.232931,-0.1925095,0.289175049,-0.665719605,0.50559034,0.849317692
ADGRE5,8367.195891,0.143316582,0.230020489,0.623060073,0.533245046,0.86470212
ADGRF3,3.816175776,2.022944079,1.166591162,1.734064293,0.082906676,NA
ADGRF5,2.048906072,-2.143354364,1.506278585,-1.422946848,0.154751564,NA
ADGRG1,927.9171579,-0.055199752,0.280591078,-0.196726684,0.844041428,0.958945222
ADGRG3,796.5466779,-0.368518826,0.315280908,-1.168858682,0.242460573,0.680742616
ADGRG5,236.7405619,-0.004648511,0.308461707,-0.015069979,0.987976352,0.997001625
ADGRG6,13.40123397,0.372934859,0.451064108,0.826789035,0.408356646,NA
ADGRL1,198.1815894,-0.251770973,0.312614166,-0.805372887,0.420604533,0.798324219
ADGRL2,2.019694604,-0.544228435,0.954779443,-0.57000435,0.568674748,NA
ADGRV1,3.917066844,-0.321371143,0.622431068,-0.516316038,0.605633697,NA
ADH5,1042.276497,0.21103042,0.202705175,1.041070707,0.297842733,0.725388622
ADHFE1,4.917204779,-0.212924833,0.723933155,-0.294122229,0.768664506,NA
ADI1,1035.546862,0.09457424,0.118686874,0.796838245,0.42554498,0.80244625
ADIG,165.5488114,0.140749469,0.321852839,0.437310012,0.661886536,0.905351935
ADIPOQ,4.137252025,0.704518369,0.829838681,0.84898232,0.395891131,NA
ADIPOR1,10180.80853,0.399178763,0.279984886,1.425715398,0.15395051,0.592275307
ADIPOR2,1137.361298,-0.235900082,0.130533564,-1.807198652,0.070731311,0.479970282
ADIRF,1.248628267,-1.419623978,1.118691465,-1.269004031,0.204439626,NA
ADK,510.2129746,0.740538298,0.25208938,2.937602129,0.003307612,0.195725278
ADM,6.589298093,-0.360978505,0.741909568,-0.486553242,0.626574966,NA
ADM5,27.52051433,-0.171656518,0.487908131,-0.351821391,0.724972215,NA
ADNP2,97.73722129,-0.323541028,0.180130633,-1.796146624,0.072471201,0.483294686
ADORA2A,209.4348411,-0.524541645,0.165648948,-3.16658603,0.001542397,0.157186534
ADORA2B,92.48906941,-0.331022535,0.35133577,-0.942182845,0.346099036,0.757451755
ADPGK,1937.297352,0.196821341,0.163894944,1.200899403,0.229790226,0.668030412
ADPRH,476.2834672,-0.169535094,0.14552277,-1.165007331,0.244016025,0.680781058
ADPRHL1,19.38571016,0.23327008,0.40136282,0.58119504,0.56110901,NA
ADPRM,50.84856814,0.090442814,0.24278665,0.372519718,0.709505934,NA
ADPRS,50.87543736,-0.074869628,0.220351966,-0.339772907,0.734027553,NA
ADRA1A,10.85507004,-0.003766199,0.545046751,-0.006909864,0.99448677,NA
ADRB1,62.28182614,0.309225484,0.405430349,0.762709267,0.445636803,0.813992277
ADRB2,472.6121935,0.469980812,0.380709278,1.234487415,0.217021334,0.657805324
ADRM1,9428.276691,0.039871667,0.10607465,0.375883089,0.707003813,0.91991318
ADSL,884.5917992,0.11637743,0.196161757,0.593272774,0.552998616,0.872995406
ADSS1,41.37734131,0.926506333,0.475388284,1.948946501,0.051301814,NA
ADSS2,201.5762503,0.685709325,0.194395019,3.52740172,0.00041966,0.096319615
AEBP2,42.34648127,0.192136867,0.185822581,1.033980182,0.301145428,NA
AFAP1,48.22354868,-0.444698679,0.310498456,-1.432208988,0.15208402,NA
AFAP1L1,0.35918472,-0.992517022,2.549176543,-0.389348092,0.697018665,NA
AFAP1L2,2.804463806,-0.048376524,1.169629832,-0.041360542,0.967008469,NA
AFDN,92.62610312,0.029562313,0.387770749,0.076236572,0.939230887,0.983966384
AFF1,453.4900837,0.002051495,0.184114624,0.011142487,0.991109766,0.997913319
AFF2,100.3860349,-0.207515403,0.534098401,-0.388534027,0.697620878,0.917893276
AFF3,257.3060754,0.324058346,0.337571996,0.959968093,0.337071274,0.751512181
AFF4,201.0557809,-0.076259602,0.276894126,-0.275410689,0.783000733,0.945734657
AFG1L,82.61575925,0.20877321,0.224607346,0.929503037,0.352628452,0.762761926
AFG3L2,167.6459287,-0.195331051,0.169154914,-1.154746536,0.248194237,0.686377142
AFMID,58.9539514,-0.551037835,0.263904594,-2.08801911,0.036796111,NA
AFTPH,1017.581328,-0.274561214,0.109135329,-2.515786748,0.011876702,0.301576158
AGA,420.7548795,0.27524269,0.111542014,2.467614483,0.013601672,0.3065222
AGAP1,77.8691377,0.057433442,0.169808602,0.338224571,0.735193961,0.929042657
AGAP2,595.5230131,-0.28088767,0.239443106,-1.173087311,0.240760794,0.679046127
AGAP3,72.53768342,-0.407615538,0.263463206,-1.547144073,0.121828508,0.558865383
AGBL2,7.581176869,1.661305495,0.998447675,1.66388839,0.096134736,NA
AGBL3,3.418411383,0.616572724,0.578686795,1.065468797,0.286663839,NA
AGBL4,1.452816464,0.280540153,1.114148277,0.251797861,0.801197311,NA
AGBL5,50.12319366,0.027702419,0.302170444,0.091678124,0.926953779,NA
AGER,233.3928879,-0.015278694,0.229605679,-0.066543189,0.946945374,0.986975337
AGFG1,89.06758767,0.352745629,0.247790955,1.42356136,0.154573488,0.592275307
AGFG2,181.1470074,0.028093771,0.317193197,0.088569904,0.929423727,0.981426943
AGGF1,504.2718741,0.11045501,0.207421466,0.532514845,0.594369463,0.884263306
AGK,1094.295683,0.135091145,0.173784766,0.777347453,0.436953805,0.807929877
AGL,60.75421363,0.086530893,0.248247166,0.348567497,0.727414033,0.925764188
AGMAT,17.90811551,-0.026470231,0.747200707,-0.035425865,0.97174016,NA
AGO1,108.2349597,-0.099457111,0.247921501,-0.401163718,0.688299591,0.91442617
AGO2,227.6922276,-0.273241892,0.220613952,-1.238552184,0.215511385,0.657046086
AGO4,261.253894,-0.262591035,0.124569437,-2.107989265,0.035031918,0.39855076
AGPAT1,35700.01082,-0.067466719,0.148050752,-0.45569994,0.648605765,0.901395613
AGPAT2,6018.83054,0.008026483,0.240925939,0.033315146,0.973423276,0.994320705
AGPAT3,374.3231566,-0.314385817,0.155615089,-2.020278494,0.043354508,0.424697522
AGPAT4,1621.489896,0.131123491,0.176088577,0.74464507,0.456486314,0.817846631
AGPAT5,68.2813831,0.120226655,0.199731946,0.601940038,0.547214052,0.869550812
AGPS,65.75573006,0.501632711,0.319961599,1.567790363,0.116930065,0.553682268
