gene,ensembl id,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103671773,,-0.103692085,0.548701438,-0.188977244,0.850110652,0.998385984
LOC103671774,,-0.054484384,0.523355503,-0.104105878,0.917085327,0.998385984
LOC103671797,,-0.031325455,0.170259849,-0.183986155,0.854024316,0.998385984
LOC103671906,,0.136935249,0.404393652,0.338618691,0.734897001,0.998385984
LOC103671929,,0.086894727,0.346071514,0.251088933,0.801745352,0.998385984
LOC103671962,,0.071593036,0.323204579,0.221509968,0.824695376,0.998385984
LOC103672068,,0.026093558,0.223352822,0.116826634,0.906997437,0.998385984
LOC103672069,,-0.037952418,0.145892066,-0.260140385,0.794755487,0.998385984
LOC103672071,,-0.648142151,1.485938326,-0.43618375,0.662703417,0.998385984
LOC103672077,,0.111859611,0.25010585,0.447249077,0.65469523,0.998385984
LOC103672079,,-0.053902762,0.125286592,-0.430235679,0.667024211,0.998385984
LOC103672081,,-0.0533602,0.126625381,-0.42140209,0.673461494,0.998385984
LOC103672083,,0.021003091,0.255787018,0.082111639,0.934557937,0.998385984
LOC103672085,,0.062272417,0.173086115,0.359777081,0.719013844,0.998385984
LOC103672097,,0.047712973,0.104854301,0.455040683,0.649079971,0.998385984
LOC103672100,,0.030738399,0.127129984,0.241787172,0.808945079,0.998385984
LOC103672101,,-0.114121037,0.286553217,-0.398254252,0.690442779,0.998385984
LOC103672115,,-0.042739764,0.160346141,-0.26654688,0.789818059,0.998385984
LOC103672124,,-0.0201726,0.85687797,-0.023541976,0.981217956,0.998385984
LOC103672152,,0.138654182,0.630241868,0.220001542,0.825869954,0.998385984
LOC103672160,,-0.17907667,0.401009196,-0.446564996,0.655189174,0.998385984
LOC103672209,,-0.027172017,0.073788794,-0.368240424,0.712693971,0.998385984
LOC103672216,,0.015879906,0.129857462,0.122287202,0.902671567,0.998385984
LOC103672223,,0.032946948,0.218332527,0.15090261,0.880052541,0.998385984
LOC103672224,,-0.051816392,0.147700449,-0.350820818,0.725722778,0.998385984
LOC103672267,,-0.137550301,0.375262446,-0.366544274,0.713958982,0.998385984
LOC103672271,,0.43964295,0.953848816,0.46091471,0.644859798,0.998385984
LOC103672300,,0.045657791,0.145693665,0.313382129,0.75399036,0.998385984
LOC103672312,,-0.051330237,0.204058931,-0.251546141,0.801391893,0.998385984
LOC103672352,,0.140235275,0.315931651,0.443878525,0.657130411,0.998385984
LOC103672369,,0.203786185,0.776153251,0.26255921,0.792890343,0.998385984
LOC103672416,,0.476499877,1.05277023,0.452615266,0.650825804,0.998385984
LOC103672427,,0.138296477,0.474818456,0.291261797,0.770851103,0.998385984
LOC103672429,,0.111124243,0.692414419,0.160488054,0.872496631,0.998385984
LOC103672430,,0.099778623,0.285410955,0.349596331,0.726641665,0.998385984
LOC103672434,,-0.014393856,0.134635417,-0.106909879,0.914860476,0.998385984
LOC103672475,,-0.010838756,0.555120644,-0.019525046,0.984422257,0.998385984
LOC103672509,,-0.169553168,0.408714417,-0.414845089,0.67825531,0.998385984
LOC103672557,,0.0085883,0.268424635,0.0319952,0.974475879,0.998385984
LOC103672561,,-0.188681762,0.8318531,-0.226821012,0.820562925,0.998385984
LOC103672575,,-0.118384845,0.36910647,-0.320733594,0.748412286,0.998385984
LOC103672578,,-0.012516365,0.09509883,-0.13161429,0.895289382,0.998385984
LOC103672586,,0.030781253,0.07583022,0.405923302,0.684798956,0.998385984
LOC103672635,,0.140460196,0.326195674,0.43060104,0.666758485,0.998385984
LOC103672641,,-0.08500736,0.237354223,-0.358145555,0.720234389,0.998385984
LOC103672660,,-0.057712262,0.155450768,-0.371257491,0.710445756,0.998385984
LOC103672666,,0.045210421,0.186995548,0.241772711,0.808956285,0.998385984
LOC103672672,,-0.009791017,0.254057114,-0.038538644,0.969258221,0.998385984
LOC103672679,,0.00212568,0.10171388,0.020898626,0.983326522,0.998385984
LOC103672688,,-0.07855519,0.25581083,-0.30708313,0.758780098,0.998385984
LOC103672694,,-0.051756342,0.254043266,-0.203730422,0.838564167,0.998385984
LOC103672716,,0.008376295,0.150052883,0.055822289,0.955483378,0.998385984
LOC103672730,,0.144505355,0.417854679,0.345826819,0.729472868,0.998385984
LOC103672731,,-0.304483177,1.184895007,-0.256970597,0.797201472,0.998385984
LOC103672752,,-0.058264768,0.170113745,-0.342504763,0.73197106,0.998385984
LOC103672753,,-0.004523563,0.330890784,-0.013670865,0.989092568,0.998385984
LOC103672799,,-0.135684713,1.49416746,-0.090809576,0.927643901,0.998385984
LOC103672819,,-0.140396102,1.49415171,-0.093963753,0.92513795,0.998385984
LOC103672843,,0.034057369,0.255884192,0.133096809,0.894116819,0.998385984
LOC103672876,,0.056562127,0.443241019,0.127610318,0.898457365,0.998385984
LOC103672880,,-0.311690768,0.749057831,-0.41611042,0.677329206,0.998385984
LOC103672891,,0.075695644,0.523447358,0.14460985,0.88501892,0.998385984
LOC103672894,,0.122438114,0.307435389,0.39825641,0.690441188,0.998385984
LOC103672895,,0.028579634,0.13921985,0.205284187,0.837350098,0.998385984
LOC103672917,,-0.37793667,1.492245141,-0.253267147,0.800061781,0.998385984
LOC103672925,,-0.080669604,0.214666161,-0.375790967,0.707072303,0.998385984
LOC103672938,,0.038680611,0.106024662,0.364826542,0.715240891,0.998385984
LOC103672951,,-0.0616816,0.131843897,-0.467838117,0.63990036,0.998385984
LOC103672993,,0.069649652,0.754667028,0.092291897,0.926466126,0.998385984
LOC103673018,,-0.055979072,0.648089961,-0.086375465,0.93116795,0.998385984
LOC103673046,,-0.021162223,0.947889499,-0.022325623,0.98218821,0.998385984
LOC103673047,,0.430294265,1.040638281,0.413490713,0.679247125,0.998385984
LOC103673057,,-0.004908288,0.329296694,-0.014905367,0.988107678,0.998385984
LOC103673071,,0.018973818,0.331547923,0.05722798,0.95436359,0.998385984
LOC103673135,,-0.035630797,0.103799121,-0.343266845,0.731397721,0.998385984
LOC103673136,,0.018610081,0.386540281,0.048145258,0.961600478,0.998385984
LOC103673142,,0.029206402,0.237399858,0.1230262,0.902086351,0.998385984
LOC103673145,,0.212903185,0.711001172,0.299441398,0.764603279,0.998385984
LOC103673192,,0.028960701,0.085875617,0.337240092,0.735935917,0.998385984
LOC103673241,,-0.281528236,0.698134435,-0.403257914,0.686758499,0.998385984
LOC103673242,,0.128832107,0.551048053,0.233794686,0.815144375,0.998385984
LOC103673245,,-0.097926447,0.290250027,-0.33738652,0.735825545,0.998385984
LOC103673253,,-0.283048688,0.714878938,-0.39593933,0.692149786,0.998385984
LOC103673306,,0.1179771,0.303738003,0.388417314,0.697707233,0.998385984
LOC103673350,,-0.083886876,0.582604153,-0.143986059,0.885511479,0.998385984
LOC103673357,,0.177397623,0.485341928,0.365510608,0.71473029,0.998385984
LOC103673370,,-0.176588172,0.523605747,-0.337254076,0.735925376,0.998385984
LOC103673378,,0.048570748,0.51101903,0.095046847,0.924277617,0.998385984
LOC103673393,,-0.073289216,0.210335897,-0.348438935,0.727510566,0.998385984
LOC103673421,,0.201274836,0.775407103,0.259573114,0.795193078,0.998385984
LOC103673466,,0.06384637,0.229795249,0.277840253,0.78113499,0.998385984
LOC103673477,,0.108158804,0.290675671,0.372094451,0.709822528,0.998385984
LOC103673504,,0.217963959,0.637537442,0.34188417,0.732438063,0.998385984
LOC103673506,,0.047106068,0.098397518,0.478732279,0.632129099,0.998385984
LOC103673534,,0.001516644,0.089936034,0.016863583,0.986545445,0.998385984
LOC103673567,,-0.00446169,0.079176096,-0.05635148,0.955061809,0.998385984
LOC103673569,,-0.047950118,0.153192433,-0.313005787,0.754276266,0.998385984
LOC103673591,,-0.078668536,0.370378187,-0.212400565,0.831794545,0.998385984
LOC103673602,,-0.10964944,0.240385133,-0.456140689,0.648288812,0.998385984
LOC103673613,,0.018608922,0.047575735,0.391143137,0.695691437,0.998385984
LOC103673687,,0.006702316,0.199218339,0.033643066,0.97316178,0.998385984
LOC103673746,,-0.027755171,0.195263441,-0.142142178,0.886967703,0.998385984
LOC103673764,,0.119223416,0.477126396,0.249878055,0.802681655,0.998385984
LOC103673766,,-0.004039054,0.080587748,-0.050119954,0.960026799,0.998385984
LOC103673771,,-0.146747757,0.6083352,-0.241228449,0.809378063,0.998385984
LOC103673775,,0.103485649,0.35067215,0.295106553,0.767912484,0.998385984
LOC103673792,,-0.00434973,0.104830641,-0.041492923,0.966902934,0.998385984
LOC103673793,,-0.084583766,0.244558618,-0.345862955,0.72944571,0.998385984
LOC103673801,,0.005313137,0.162315991,0.032733292,0.973887275,0.998385984
LOC103673806,,0.029747729,0.264151746,0.112616062,0.910334951,0.998385984
LOC103673825,,0.029318486,0.062543917,0.46876639,0.639236627,0.998385984
LOC103673841,,-0.010447916,0.077581081,-0.134670927,0.89287206,0.998385984
LOC103673843,,0.0093511,0.108624849,0.086086193,0.931397899,0.998385984
LOC103673847,,-0.034183344,0.081697601,-0.418413064,0.675645137,0.998385984
LOC103673863,,0.077064897,0.228402474,0.337408327,0.735809108,0.998385984
LOC103673864,,-0.046390114,0.147065159,-0.315439184,0.75242822,0.998385984
LOC103673869,,0.034608417,0.170837741,0.20258063,0.839462831,0.998385984
LOC103674001,,-0.026895277,0.06603939,-0.407261139,0.683816201,0.998385984
LOC103674016,,-0.094702837,0.498555741,-0.18995436,0.849344895,0.998385984
LOC103674019,,0.195877065,0.484242549,0.404501969,0.68584363,0.998385984
LOC103674023,,0.250825249,0.945300769,0.265339093,0.790748251,0.998385984
LOC103674057,,0.008888391,0.087288945,0.101827222,0.918893818,0.998385984
LOC103674058,,0.091325243,0.257186958,0.355092823,0.722520053,0.998385984
LOC103674092,,-0.094648389,0.64447434,-0.146861377,0.883241438,0.998385984
LOC103674139,,-0.281473136,0.643888409,-0.437145835,0.662005588,0.998385984
LOC103674173,,-0.084034072,0.215241078,-0.390418373,0.696227204,0.998385984
LOC103674194,,0.279716173,0.596471543,0.468951414,0.639104365,0.998385984
LOC103674198,,0.002334115,0.101790993,0.022930463,0.981705741,0.998385984
LOC103674215,,-0.212773992,0.665207568,-0.319861052,0.749073664,0.998385984
LOC103674233,,-0.591244586,1.47484273,-0.400886531,0.688503667,0.998385984
LOC103674336,,0.04029016,0.411219723,0.097977206,0.921950393,0.998385984
LOC103674342,,0.037315247,0.145250128,0.256903369,0.79725337,0.998385984
LOC103674351,,0.293462682,0.823847399,0.35621,0.721683304,0.998385984
LOC103674375,,0.003204208,0.093718335,0.034189768,0.972725825,0.998385984
LOC103674417,,-0.078890899,0.537290347,-0.146831038,0.883265386,0.998385984
LOC103674435,,-0.050712579,0.111728992,-0.453889167,0.649908601,0.998385984
LOC103674468,,-0.06195281,0.330692004,-0.187342933,0.851391763,0.998385984
LOC103674498,,0.087156243,0.587727204,0.148293702,0.882110985,0.998385984
LOC103674515,,-0.063295144,0.326554832,-0.193827003,0.846311343,0.998385984
LOC103674520,,0.011036113,0.0617398,0.178752012,0.858132427,0.998385984
LOC103674537,,-0.096662752,0.422528009,-0.228772413,0.81904581,0.998385984
LOC103674566,,0.033148718,0.091558473,0.362049705,0.717314887,0.998385984
LOC103674576,,-0.286927668,0.608169931,-0.471788647,0.637077655,0.998385984
LOC103674577,,-0.026130662,0.208708315,-0.125201826,0.900363772,0.998385984
LOC103674581,,-0.0214229,0.04837319,-0.442867214,0.657861783,0.998385984
LOC103674592,,0.033434965,0.070424544,0.474762953,0.634955942,0.998385984
LOC103674597,,-0.037672771,0.146052583,-0.257939782,0.796453382,0.998385984
LOC103674602,,0.019678031,0.529180134,0.037185883,0.970336794,0.998385984
LOC103674603,,-0.053278441,0.159295402,-0.334463144,0.738030098,0.998385984
LOC103674604,,-0.036017259,0.215151053,-0.167404523,0.867051767,0.998385984
LOC103674605,,-0.027983845,0.23228665,-0.120471172,0.904109915,0.998385984
LOC103674608,,0.090117755,0.461934655,0.195087669,0.845324316,0.998385984
LOC103674637,,-0.165164911,0.353918047,-0.466675584,0.640732001,0.998385984
LOC103674639,,-0.054933371,0.161841747,-0.339426456,0.734288491,0.998385984
LOC103674665,,-0.028887009,0.380448314,-0.075928865,0.939475692,0.998385984
LOC103674700,,-0.070297562,0.149453141,-0.470365237,0.638094096,0.998385984
LOC103674740,,0.006953658,0.081420614,0.085404151,0.931940093,0.998385984
LOC103674791,,0.017730848,0.057865508,0.306414796,0.759288845,0.998385984
LOC103674812,,-0.064313702,0.191917527,-0.335111142,0.737541248,0.998385984
LOC103674823,,0.016492285,0.131279854,0.125626928,0.900027247,0.998385984
LOC103674845,,-0.012962783,0.057753751,-0.224449201,0.82240779,0.998385984
LOC103674851,,-0.037875738,0.117423673,-0.322556234,0.747031343,0.998385984
LOC103674860,,-0.05789494,0.345263594,-0.167683305,0.866832431,0.998385984
LOC103674866,,-0.040341901,0.245991422,-0.163997186,0.869733359,0.998385984
LOC103674869,,0.01002794,0.085183188,0.11772205,0.906287895,0.998385984
LOC103674871,,0.008500508,0.1072788,0.079237537,0.936843688,0.998385984
LOC103674941,,-0.073758003,0.559413922,-0.131848707,0.89510396,0.998385984
LOC103674957,,0.068659598,0.163639987,0.41957714,0.674794391,0.998385984
LOC103674973,,-0.082078573,0.194115836,-0.422832957,0.67241714,0.998385984
LOC103674975,,0.255503258,0.600844384,0.42524032,0.670661495,0.998385984
LOC103674978,,-0.010833729,0.347934678,-0.03113725,0.975160083,0.998385984
LOC103674983,,0.046232787,0.420921073,0.109837189,0.912538497,0.998385984
LOC103674992,,0.017385328,0.770218124,0.022571954,0.981991716,0.998385984
LOC103674997,,-0.02227821,0.074592995,-0.298663572,0.765196754,0.998385984
LOC103675003,,0.044578395,0.096897373,0.460057823,0.645474717,0.998385984
LOC103675022,,0.116609313,0.343188502,0.33978211,0.734020621,0.998385984
LOC103675037,,-0.070874305,0.46735809,-0.151648824,0.879463922,0.998385984
LOC103675045,,0.006508666,0.250244136,0.026009263,0.97924995,0.998385984
LOC103675106,,-0.173536203,0.411897602,-0.421309089,0.673529394,0.998385984
LOC103675124,,0.034814956,0.290940459,0.11966351,0.904749708,0.998385984
LOC103675193,,-0.020431205,0.133819025,-0.152677876,0.878652308,0.998385984
LOC103675215,,0.212230135,0.93413549,0.227194167,0.820272763,0.998385984
LOC103675242,,0.044500949,1.348733763,0.032994613,0.973678883,0.998385984
LOC103675320,,0.045567832,0.100295535,0.454335596,0.6495873,0.998385984
LOC103675327,,0.042746018,0.222667105,0.191972756,0.847763546,0.998385984
LOC103675351,,-0.00626502,0.208194139,-0.0300922,0.975993521,0.998385984
LOC103675366,,0.054269786,0.355923439,0.152476011,0.878811509,0.998385984
LOC103675408,,0.081072291,0.371208208,0.218401126,0.827116588,0.998385984
LOC103675410,,-0.098025286,0.22780597,-0.430301656,0.666976223,0.998385984
LOC103675414,,0.075627384,0.316588381,0.238882373,0.811196794,0.998385984
LOC103675421,,-0.027902564,0.159440826,-0.175002633,0.861077564,0.998385984
LOC103675424,,-0.051515145,0.81142243,-0.063487455,0.949378348,0.998385984
LOC103675436,,-0.477903276,1.415809194,-0.337547798,0.735703987,0.998385984
LOC103675482,,0.065201565,0.153138856,0.425767608,0.670277192,0.998385984
LOC103675488,,-0.01150546,0.055528764,-0.207198198,0.835855075,0.998385984
LOC103675494,,0.05953082,0.358718588,0.165954099,0.868193073,0.998385984
LOC103675501,,0.102624766,0.493232365,0.208065759,0.835177623,0.998385984
LOC103675523,,0.073381908,0.22585235,0.324910977,0.745248449,0.998385984
LOC103675571,,0.106375003,0.229480788,0.463546442,0.642972734,0.998385984
LOC103675572,,-0.073335305,0.181050622,-0.405054146,0.685437711,0.998385984
LOC103675602,,-0.014663299,0.274027495,-0.053510319,0.957325309,0.998385984
LOC103675702,,-0.038536673,0.562986777,-0.068450406,0.945427098,0.998385984
LOC103675717,,0.484899357,1.029214241,0.471135491,0.637543982,0.998385984
LOC103675731,,-0.113510334,0.630047964,-0.180161417,0.857025847,0.998385984
LOC103675735,,-0.042811378,0.181300474,-0.23613495,0.813327954,0.998385984
LOC103675759,,-0.089731954,0.599979458,-0.149558377,0.881113049,0.998385984
LOC103675773,,0.074736723,0.247428185,0.302054205,0.762610742,0.998385984
LOC103675792,,0.094721398,0.498016866,0.190197169,0.84915463,0.998385984
LOC103675794,,-0.030422674,0.15402285,-0.19752052,0.843420225,0.998385984
LOC103675850,,0.043666886,0.135611307,0.322000335,0.74745244,0.998385984
LOC103675854,,-0.031451955,0.465046906,-0.067631791,0.946078748,0.998385984
LOC103675856,,0.019838755,0.075781719,0.261788131,0.79348479,0.998385984
LOC103675864,,0.009900098,0.233018384,0.04248634,0.966111001,0.998385984
LOC103675888,,-0.120816867,0.27963033,-0.432059237,0.66569836,0.998385984
LOC103675934,,0.164336885,0.348134874,0.472049477,0.636891473,0.998385984
LOC103675968,,-0.222632427,0.680423926,-0.327196647,0.743519156,0.998385984
LOC103676000,,-0.051933094,0.259568022,-0.200075083,0.84142186,0.998385984
LOC103676004,,0.019222628,0.119074787,0.161433233,0.871752194,0.998385984
LOC103676029,,-0.029941701,0.103735169,-0.288635969,0.772859967,0.998385984
LOC103676067,,0.195607129,0.552601025,0.353975328,0.723357373,0.998385984
LOC103676083,,0.091264219,0.68949877,0.132363135,0.894697072,0.998385984
LOC103676165,,-0.058879811,0.33272512,-0.176962326,0.859537982,0.998385984
LOC103676222,,0.046470883,0.128180038,0.362543837,0.716945671,0.998385984
LOC103676243,,0.117781917,0.992550665,0.118665899,0.905540054,0.998385984
LOC103676261,,-0.019760382,0.327233153,-0.060386248,0.951848011,0.998385984
LOC103676284,,0.100777861,0.243275365,0.414254278,0.678687894,0.998385984
LOC103676298,,0.050677917,1.186919927,0.042696997,0.965943073,0.998385984
LOC103676307,,0.053479136,0.184274211,0.290214974,0.771651781,0.998385984
LOC103676310,,0.045882086,0.180693478,0.253922205,0.79955566,0.998385984
LOC103676321,,-0.135684713,1.49416746,-0.090809576,0.927643901,0.998385984
LOC103676337,,-0.625861272,1.470972965,-0.425474354,0.670490913,0.998385984
LOC103676342,,0.083999509,0.197706129,0.424870534,0.670931056,0.998385984
LOC103676347,,-0.078829892,0.423017635,-0.186351315,0.852169269,0.998385984
LOC103676389,,0.044303648,0.09632811,0.459924395,0.645570489,0.998385984
LOC103676396,,0.062839161,0.166830372,0.376664992,0.706422582,0.998385984
LOC103676403,,0.054423604,0.30231397,0.180023449,0.857134159,0.998385984
LOC103676405,,-0.025676652,0.448620152,-0.057234728,0.954358215,0.998385984
LOC103676406,,-0.074031503,0.167994561,-0.440677977,0.659446142,0.998385984
LOC103676408,,0.128771073,0.641218999,0.200822299,0.840837526,0.998385984
