gene,ensembl id,log2FoldChange,lfcSE,stat,pvalue,padj
LOC103665221,,0.061309017,0.173611207,0.35313974,0.723983681,0.998385984
LOC103665301,,0.027115667,0.077220239,0.351147154,0.725477954,0.998385984
LOC103665312,,0.080834577,0.210525217,0.383966245,0.701003466,0.998385984
LOC103665360,,0.424320543,1.066602951,0.397824273,0.690759724,0.998385984
LOC103665365,,-0.117598691,0.26324835,-0.446721474,0.655076175,0.998385984
LOC103665369,,0.06622306,0.166875138,0.396841976,0.691483995,0.998385984
LOC103665418,,0.033226843,0.838485962,0.039627191,0.96839035,0.998385984
LOC103665430,,0.031813239,0.101226433,0.314277984,0.753309918,0.998385984
LOC103665442,,0.007706078,0.207343271,0.037165799,0.970352808,0.998385984
LOC103665455,,-0.070372369,0.307113725,-0.229141075,0.81875927,0.998385984
LOC103665465,,0.037669559,0.152290067,0.247354013,0.804634261,0.998385984
LOC103665482,,0.206146821,0.486544958,0.423695319,0.67178803,0.998385984
LOC103665487,,0.035965963,0.247390241,0.145381495,0.884409674,0.998385984
LOC103665491,,-0.020080932,0.071195551,-0.282053183,0.777902731,0.998385984
LOC103665516,,-0.06243261,0.159102015,-0.392406155,0.694758139,0.998385984
LOC103665526,,0.055389059,0.152037079,0.364312835,0.715624417,0.998385984
LOC103665586,,-0.034886115,0.091483942,-0.381335943,0.702953986,0.998385984
LOC103665604,,-0.034026834,0.094827289,-0.358829561,0.719722597,0.998385984
LOC103665623,,-0.014570608,0.078189159,-0.186350744,0.852169716,0.998385984
LOC103665624,,0.069130492,0.150596248,0.459045249,0.646201673,0.998385984
LOC103665642,,0.072751558,0.214054766,0.339873574,0.733951738,0.998385984
LOC103665652,,0.039364563,0.302165753,0.130274733,0.89634907,0.998385984
LOC103665662,,0.008111172,0.439191723,0.018468409,0.985265179,0.998385984
LOC103665671,,0.253414806,0.815648616,0.310691149,0.756035426,0.998385984
LOC103665678,,-0.12170582,0.268726952,-0.452897706,0.650622403,0.998385984
LOC103665686,,0.028884504,0.30354733,0.095156508,0.924190515,0.998385984
LOC103665700,,0.02630893,0.277067664,0.09495489,0.924350657,0.998385984
LOC103665706,,0.118908971,0.32235615,0.368874521,0.712221255,0.998385984
LOC103665707,,-0.081051113,0.462632841,-0.17519533,0.860926154,0.998385984
LOC103665737,,-0.031710136,0.170550019,-0.185928659,0.852500708,0.998385984
LOC103665764,,0.216481446,0.67061502,0.322810316,0.7468389,0.998385984
LOC103665768,,0.00225861,0.089504728,0.025234534,0.979867892,0.998385984
LOC103665775,,-0.058231627,0.315567644,-0.184529778,0.853597869,0.998385984
LOC103665793,,-0.114510636,0.266331812,-0.429954782,0.667228534,0.998385984
LOC103665796,,-0.312202304,1.493821796,-0.208995682,0.83445161,0.998385984
LOC103665837,,-0.033128108,0.080100498,-0.413581805,0.679180401,0.998385984
LOC103665847,,0.411769403,1.160470062,0.354829837,0.722717074,0.998385984
LOC103665849,,-0.088104235,0.217464904,-0.405142318,0.685372902,0.998385984
LOC103665899,,0.041744846,0.158230355,0.263823244,0.791916123,0.998385984
LOC103665901,,0.022184128,0.305049669,0.072723004,0.942026543,0.998385984
LOC103665909,,0.028744847,0.08215551,0.349883367,0.72642623,0.998385984
LOC103666018,,0.052466309,0.122398361,0.428652059,0.668176454,0.998385984
LOC103666105,,-0.435227642,1.213248841,-0.358729081,0.719797771,0.998385984
LOC103666108,,-0.058235446,0.130470271,-0.446350312,0.655344219,0.998385984
LOC103666126,,-0.163660426,1.470816005,-0.111271856,0.911400773,0.998385984
LOC103666162,,-0.241028735,1.042613482,-0.231177458,0.817176941,0.998385984
LOC103666246,,-0.150589083,1.077753299,-0.139725003,0.888877271,0.998385984
LOC103666250,,-0.090071572,0.410428894,-0.219457189,0.826293925,0.998385984
LOC103666276,,0.579754459,1.474340624,0.393229657,0.694149867,0.998385984
LOC103666292,,-0.042885836,0.191079342,-0.224439937,0.822414998,0.998385984
LOC103666309,,0.065553571,0.234453644,0.279601417,0.77978332,0.998385984
LOC103666310,,0.008526343,0.396243809,0.021517922,0.982832507,0.998385984
LOC103666313,,0.018545713,0.076225851,0.243299524,0.807773373,0.998385984
LOC103666319,,-0.188660879,0.388784551,-0.485258168,0.627493225,0.998385984
LOC103666324,,-0.008760852,0.262613598,-0.033360239,0.973387317,0.998385984
LOC103666326,,-0.03809232,0.201375972,-0.189160207,0.849967255,0.998385984
LOC103666327,,-0.053333979,0.150023064,-0.355505196,0.722211153,0.998385984
LOC103666329,,-0.190057297,0.805270272,-0.236016781,0.813419649,0.998385984
LOC103666357,,0.134202479,0.800358258,0.167678009,0.866836597,0.998385984
LOC103666389,,-0.002154728,0.079177991,-0.027213726,0.978289268,0.998385984
LOC103666400,,0.032497913,0.582483487,0.05579199,0.955507516,0.998385984
LOC103666422,,0.020265422,0.413354673,0.049026716,0.960898006,0.998385984
LOC103666423,,0.086956849,0.245725335,0.353878238,0.723430137,0.998385984
LOC103666428,,0.06838704,0.220937731,0.309530831,0.756917763,0.998385984
LOC103666432,,0.29629058,0.641374671,0.461961773,0.644108734,0.998385984
LOC103666471,,-0.145905775,0.541582929,-0.269406156,0.78761715,0.998385984
LOC103666476,,-0.202629812,0.518110882,-0.391093526,0.695728106,0.998385984
LOC103666485,,-0.011502926,0.06827266,-0.168485104,0.866201662,0.998385984
LOC103666490,,-0.006023561,0.077879876,-0.077344259,0.938349683,0.998385984
LOC103666502,,0.286483791,0.940644239,0.304561256,0.760700332,0.998385984
LOC103666540,,-0.174057345,0.545194027,-0.319257616,0.74953117,0.998385984
LOC103666547,,-0.005911157,0.347358375,-0.017017459,0.986422688,0.998385984
LOC103666565,,0.370804084,0.794640718,0.466631114,0.640763822,0.998385984
LOC103666572,,-0.025099785,0.137483507,-0.182565791,0.855138728,0.998385984
LOC103666575,,0.008809111,0.149184817,0.059048307,0.952913632,0.998385984
LOC103666579,,-0.011940747,0.050881053,-0.234679641,0.81445739,0.998385984
LOC103666586,,-0.056715518,0.383007625,-0.148079343,0.882280151,0.998385984
LOC103666616,,0.037338993,0.109028927,0.342468681,0.731998209,0.998385984
LOC103666625,,0.027162132,0.108545269,0.250237823,0.802403437,0.998385984
LOC103666640,,-0.019847969,0.897618684,-0.022111805,0.98235877,0.998385984
LOC103666676,,-0.032704565,0.22195252,-0.147349373,0.882856264,0.998385984
LOC103666685,,0.046521511,1.146411649,0.04058011,0.967630641,0.998385984
LOC103666707,,0.032464823,0.07264163,0.446917605,0.654934552,0.998385984
LOC103666739,,0.053777392,0.150714152,0.356817138,0.721228706,0.998385984
LOC103666855,,0.083989599,1.192174935,0.070450734,0.943834912,0.998385984
LOC103666872,,0.009055225,0.153507484,0.058988816,0.952961016,0.998385984
LOC103666916,,-0.169283382,0.569722534,-0.297133028,0.76636495,0.998385984
LOC103666927,,-0.051111666,0.289456217,-0.176578228,0.859839697,0.998385984
LOC103666989,,0.022641581,0.139060238,0.16281851,0.870661334,0.998385984
LOC103666997,,-0.28848134,0.737410243,-0.39120875,0.695642941,0.998385984
LOC103667034,,-0.046040317,0.155305458,-0.296450091,0.766886376,0.998385984
LOC103667039,,0.132135102,0.493797584,0.267589609,0.78901523,0.998385984
LOC103667048,,-0.099528892,0.444991089,-0.223664909,0.823018053,0.998385984
LOC103667057,,0.148288697,0.400267355,0.370474121,0.711029255,0.998385984
LOC103667089,,-0.106778394,0.334802788,-0.318929225,0.749780182,0.998385984
LOC103667101,,-0.088245333,0.323773363,-0.27255279,0.785197006,0.998385984
LOC103667121,,-0.684896056,1.471042452,-0.465585514,0.641512214,0.998385984
LOC103667127,,-0.156794485,0.451020468,-0.347643836,0.728107681,0.998385984
LOC103667175,,0.001641055,0.096297222,0.017041563,0.986403458,0.998385984
LOC103667187,,0.086612423,1.060560184,0.081666674,0.93491178,0.998385984
LOC103667198,,0.004129569,0.230740493,0.017897026,0.985721001,0.998385984
LOC103667209,,-0.157106605,0.874766241,-0.179598386,0.857467872,0.998385984
LOC103667218,,0.055077669,0.276572428,0.199143747,0.842150302,0.998385984
LOC103667270,,0.220443745,0.689451097,0.319738044,0.749166918,0.998385984
LOC103667271,,0.060867714,0.652153489,0.093333418,0.925638684,0.998385984
LOC103667287,,-0.002610549,0.104471341,-0.024988184,0.980064389,0.998385984
LOC103667289,,-0.05803632,0.400910888,-0.144761147,0.884899459,0.998385984
LOC103667295,,-0.10424987,0.217943085,-0.478335296,0.632411578,0.998385984
LOC103667297,,0.054511992,0.154966497,0.351766308,0.725013528,0.998385984
LOC103667364,,0.05793671,0.273214904,0.212055451,0.832063774,0.998385984
LOC103667370,,0.109062004,0.573615995,0.190130689,0.849206722,0.998385984
LOC103667468,,-0.532460316,1.472957506,-0.361490616,0.717732719,0.998385984
LOC103667497,,0.060168741,0.328239469,0.183307453,0.854556787,0.998385984
LOC103667509,,-0.062184652,0.267501875,-0.232464359,0.816177367,0.998385984
LOC103667548,,-0.018376646,0.092411052,-0.19885766,0.84237409,0.998385984
LOC103667571,,0.164463021,0.458932592,0.358359864,0.720074024,0.998385984
LOC103667579,,-0.011548814,0.19005743,-0.060764862,0.951546474,0.998385984
LOC103667584,,0.098009687,0.303652189,0.32276957,0.74686976,0.998385984
LOC103667594,,0.200789463,0.647947244,0.309885511,0.756648021,0.998385984
LOC103667606,,-0.069589586,0.182442265,-0.38143347,0.702881629,0.998385984
LOC103667654,,0.053918147,0.387148,0.139270116,0.889236704,0.998385984
LOC103667678,,0.169730511,0.407974977,0.416031671,0.677386828,0.998385984
LOC103667694,,-0.19261754,0.41133677,-0.468272116,0.639590006,0.998385984
LOC103667697,,-0.152246961,0.476486527,-0.319519971,0.74933225,0.998385984
LOC103667751,,0.04125517,0.213343809,0.193374115,0.846665986,0.998385984
LOC103667777,,0.0759372,0.425651558,0.178402262,0.858407073,0.998385984
LOC103667875,,0.047661635,0.281122398,0.16954051,0.865371511,0.998385984
LOC103667877,,-0.026909689,0.493978739,-0.054475399,0.956556408,0.998385984
LOC103667898,,0.064043574,0.259511828,0.246784797,0.805074777,0.998385984
LOC103667912,,0.200577024,0.748212303,0.268075015,0.788641577,0.998385984
LOC103667928,,0.108452686,0.32611097,0.332563748,0.739463612,0.998385984
LOC103667934,,0.020784404,0.145115108,0.143227015,0.886110895,0.998385984
LOC103667939,,-0.009956624,0.140161637,-0.071036727,0.943368526,0.998385984
LOC103667949,,0.058240231,0.994458263,0.058564782,0.953298763,0.998385984
LOC103667959,,0.144351642,0.819124636,0.176226713,0.860115836,0.998385984
LOC103667962,,0.118827681,0.26153007,0.454355714,0.649572822,0.998385984
LOC103667994,,0.017867673,0.099101305,0.180297052,0.85691937,0.998385984
LOC103668023,,-0.255249589,0.809784173,-0.315206937,0.752604539,0.998385984
LOC103668077,,0.008572879,0.12574516,0.068176613,0.945645044,0.998385984
LOC103668081,,-0.081722116,0.894317935,-0.091379266,0.927191236,0.998385984
LOC103668089,,-0.072825436,0.339676017,-0.214396757,0.830237671,0.998385984
LOC103668090,,0.025063605,0.365305676,0.068609952,0.945300097,0.998385984
LOC103668092,,-0.086723361,0.212322237,-0.408451617,0.682942145,0.998385984
LOC103668104,,0.220525424,0.813251744,0.271165019,0.786264117,0.998385984
LOC103668128,,0.032117365,0.505852134,0.063491607,0.949375042,0.998385984
LOC103668161,,-0.072117439,0.294509279,-0.244873233,0.806554587,0.998385984
LOC103668205,,0.060942003,0.202539095,0.300890075,0.763498319,0.998385984
LOC103668219,,0.079687172,0.327017437,0.243678663,0.8074797,0.998385984
LOC103668228,,0.005936066,0.055116939,0.10769949,0.914234074,0.998385984
LOC103668235,,-0.132852279,0.452153369,-0.293821275,0.768894477,0.998385984
LOC103668316,,-0.159576188,1.493984516,-0.106812478,0.914937748,0.998385984
LOC103668329,,0.063270307,0.135428998,0.467184341,0.640367996,0.998385984
LOC103668333,,-0.121335432,0.265867702,-0.456375224,0.648120179,0.998385984
LOC103668345,,0.097272958,0.318908719,0.305018184,0.760352303,0.998385984
LOC103668358,,-0.058017,0.905968216,-0.064038671,0.948939435,0.998385984
LOC103668363,,-0.020716005,0.189034834,-0.109588294,0.912735895,0.998385984
LOC103668366,,-0.069858999,0.341779984,-0.204397573,0.838042826,0.998385984
LOC103668377,,-0.012148427,0.245310516,-0.04952265,0.960502787,0.998385984
LOC103668388,,-0.062530692,0.162416899,-0.385001142,0.700236569,0.998385984
LOC103668390,,-0.084027658,0.250634005,-0.335260407,0.737428658,0.998385984
LOC103668394,,-0.161335609,0.686048591,-0.235166447,0.814079548,0.998385984
LOC103668406,,0.042754046,0.176656464,0.242018013,0.808766206,0.998385984
LOC103668415,,-0.047089501,0.182645987,-0.257818427,0.796547043,0.998385984
LOC103668446,,0.039761504,0.255056924,0.155892666,0.876117626,0.998385984
LOC103668453,,0.014838904,0.270604576,0.054836116,0.956269028,0.998385984
LOC103668475,,0.031775255,0.222953924,0.142519382,0.886669771,0.998385984
LOC103668491,,0.012425074,0.079314595,0.156655578,0.875516298,0.998385984
LOC103668493,,-0.031510952,0.543251067,-0.058004399,0.953745124,0.998385984
LOC103668519,,-0.011692085,0.095736088,-0.122128297,0.902797412,0.998385984
LOC103668529,,-0.124498977,0.256346637,-0.485666514,0.627203629,0.998385984
LOC103668531,,-0.039359889,0.100478452,-0.391724677,0.695261655,0.998385984
LOC103668534,,0.048427065,0.417564696,0.115974999,0.907672356,0.998385984
LOC103668537,,-0.207126859,0.692397589,-0.299144398,0.764829872,0.998385984
LOC103668617,,-0.025011718,0.143289191,-0.174554117,0.861430005,0.998385984
LOC103668619,,0.026417798,0.113800159,0.232142013,0.816427715,0.998385984
LOC103668642,,-0.405051987,0.894054258,-0.453050789,0.65051217,0.998385984
LOC103668646,,-0.082532814,0.541486731,-0.152418904,0.878856548,0.998385984
LOC103668668,,0.356954548,1.267647068,0.281588272,0.778259234,0.998385984
LOC103668688,,-0.20385055,0.495054748,-0.411773749,0.680505264,0.998385984
LOC103668796,,0.075034087,0.199821616,0.375505358,0.707284662,0.998385984
LOC103668798,,-0.482953861,0.999481351,-0.483204474,0.628950559,0.998385984
LOC103668807,,-0.158912242,0.651575602,-0.243889184,0.807316646,0.998385984
LOC103668854,,0.232328038,0.520834999,0.446068406,0.655547834,0.998385984
LOC103668869,,0.185300632,0.581338627,0.318748184,0.749917473,0.998385984
LOC103668880,,-0.018160435,0.091254036,-0.199009664,0.842255185,0.998385984
LOC103668913,,0.044176176,1.066093449,0.041437433,0.966947171,0.998385984
LOC103668940,,0.158438829,0.48804738,0.324638212,0.745454903,0.998385984
LOC103668944,,-0.029068922,0.071697713,-0.405437234,0.685156146,0.998385984
LOC103668964,,-0.015896742,0.211668156,-0.075102191,0.940133405,0.998385984
LOC103668965,,-0.008546821,0.462007712,-0.018499304,0.985240533,0.998385984
LOC103668996,,-0.026996944,0.359704975,-0.075053018,0.940172528,0.998385984
LOC103668998,,-0.047579833,0.766695535,-0.062058315,0.950516393,0.998385984
LOC103669024,,-0.128593172,0.51345516,-0.250446743,0.802241886,0.998385984
LOC103669026,,0.019294303,0.12086713,0.159632342,0.8731707,0.998385984
LOC103669037,,0.530817509,1.226062855,0.432944777,0.665054889,0.998385984
LOC103669042,,-0.024267806,0.059592197,-0.407231275,0.683838133,0.998385984
LOC103669058,,-0.242431008,0.66234586,-0.366018757,0.714351079,0.998385984
LOC103669088,,-0.091236905,0.9440979,-0.096639242,0.923012892,0.998385984
LOC103669100,,-0.085324649,0.335420487,-0.254381149,0.799201113,0.998385984
LOC103669128,,-0.040327775,0.194101702,-0.207766209,0.835411518,0.998385984
LOC103669171,,-0.100642827,0.718950569,-0.13998574,0.888671257,0.998385984
LOC103669194,,-0.051587678,0.195564592,-0.263788435,0.791942947,0.998385984
LOC103669197,,0.122895063,0.269162594,0.456582994,0.647970805,0.998385984
LOC103669207,,0.002398681,0.106589934,0.022503823,0.982046063,0.998385984
LOC103669209,,-0.02224485,0.081028575,-0.274530925,0.783676642,0.998385984
LOC103669210,,0.064478125,0.14303865,0.450774145,0.652152338,0.998385984
LOC103669232,,-0.026264358,0.395304686,-0.066440797,0.947026891,0.998385984
LOC103669242,,-0.048272813,0.594039928,-0.081261899,0.935233674,0.998385984
LOC103669272,,0.042106587,0.816810717,0.051549993,0.958887266,0.998385984
LOC103669314,,-0.068583569,0.203439325,-0.337120509,0.736026058,0.998385984
LOC103669350,,0.176647759,0.799714874,0.220888425,0.82517931,0.998385984
LOC103669351,,0.019724919,0.078053869,0.252709043,0.80049306,0.998385984
LOC103669362,,-0.036451223,0.551725592,-0.066067667,0.947323953,0.998385984
LOC103669401,,-0.020700191,0.660728681,-0.031329337,0.975006895,0.998385984
LOC103669406,,0.366339667,0.886380546,0.413298406,0.679387998,0.998385984
LOC103669414,,-0.017692916,0.194887108,-0.090785462,0.927663062,0.998385984
LOC103669426,,-0.164788188,0.448134085,-0.367720719,0.71308149,0.998385984
LOC103669471,,-0.14039221,0.49262331,-0.284988971,0.775652591,0.998385984
LOC103669494,,0.12143227,0.303837836,0.399661451,0.689405889,0.998385984
LOC103669522,,0.018427801,0.136726309,0.134778746,0.89278681,0.998385984
LOC103669530,,0.028948411,0.081059262,0.357126504,0.720997104,0.998385984
LOC103669533,,-0.251558436,0.598883677,-0.420045571,0.674452163,0.998385984
LOC103669558,,-0.068711048,0.342969687,-0.200341462,0.841213538,0.998385984
LOC103669600,,-0.062910246,0.195210702,-0.322268427,0.74724935,0.998385984
LOC103669620,,0.28840343,0.906864934,0.318022475,0.750467889,0.998385984
LOC103669657,,-0.021452627,0.147721469,-0.145223486,0.884534424,0.998385984
LOC103669658,,-0.002650859,0.165134177,-0.016052755,0.987192305,0.998385984
LOC103669664,,-0.029347641,0.074730137,-0.392714941,0.694530034,0.998385984
LOC103669671,,-0.149395539,0.757482115,-0.197226491,0.843650301,0.998385984
LOC103669674,,0.362511302,0.810428264,0.447308316,0.654652464,0.998385984
LOC103669677,,-0.09885084,0.22594984,-0.437490197,0.661755884,0.998385984
LOC103669690,,-0.034948333,0.224910311,-0.155387863,0.876515552,0.998385984
LOC103669699,,0.117829861,0.273245917,0.431222769,0.6663064,0.998385984
LOC103669708,,-0.077397341,0.336558684,-0.229966852,0.818117528,0.998385984
LOC103669721,,0.029689811,0.299587911,0.099102167,0.921057151,0.998385984
LOC103669755,,0.070269412,0.185308143,0.379203045,0.704537091,0.998385984
LOC103669764,,0.055166663,0.123542061,0.446541547,0.655206108,0.998385984
LOC103669774,,-0.005368813,0.068674363,-0.078177834,0.937686594,0.998385984
LOC103669784,,0.045904413,0.298958565,0.153547743,0.877966343,0.998385984
LOC103669803,,-0.026213255,0.08742438,-0.299839191,0.76429982,0.998385984
LOC103669820,,-0.059738696,0.302950316,-0.197189746,0.843679054,0.998385984
LOC103669821,,-0.071004006,0.223243352,-0.318056528,0.750442058,0.998385984
LOC103669928,,-0.067279788,0.337927185,-0.19909552,0.842188026,0.998385984
LOC103669943,,-0.290837604,1.083760612,-0.268359637,0.788422505,0.998385984
LOC103669944,,0.020555325,0.352808117,0.058262053,0.953539893,0.998385984
LOC103669947,,0.057778845,0.187474645,0.308195516,0.757933564,0.998385984
LOC103669948,,0.083764233,0.263306818,0.318124057,0.750390836,0.998385984
LOC103669970,,-0.10379558,0.789898635,-0.13140367,0.895455985,0.998385984
LOC103670004,,0.078468873,0.31362677,0.250198264,0.802434028,0.998385984
LOC103670034,,-0.07462197,0.161763044,-0.461304189,0.64458038,0.998385984
LOC103670059,,0.034778604,0.081736963,0.425494209,0.670476442,0.998385984
LOC103670085,,-0.023128218,0.15649584,-0.147788069,0.882510026,0.998385984
LOC103670100,,-0.043218705,0.09044118,-0.47786534,0.632746052,0.998385984
LOC103670106,,-0.015611235,0.052967562,-0.294732,0.768198616,0.998385984
LOC103670132,,0.017265646,0.192132431,0.089863256,0.928395881,0.998385984
LOC103670135,,0.029206583,0.086136947,0.339071488,0.734555877,0.998385984
LOC103670137,,0.064132927,0.152850626,0.419579091,0.674792966,0.998385984
LOC103670153,,0.078516306,0.300104426,0.261629951,0.79360675,0.998385984
LOC103670158,,0.01927121,0.123994234,0.155420211,0.876490052,0.998385984
LOC103670167,,-0.029701972,0.107926591,-0.275205317,0.783158502,0.998385984
LOC103670169,,-0.151160634,0.827080069,-0.182764208,0.854983033,0.998385984
LOC103670185,,-0.040504165,0.935865407,-0.043279904,0.965478411,0.998385984
LOC103670214,,0.03040715,0.076610419,0.396906195,0.691436636,0.998385984
LOC103670264,,0.117224533,0.589692706,0.198789187,0.842427655,0.998385984
LOC103670335,,0.016151344,0.151027208,0.106943272,0.914833984,0.998385984
LOC103670343,,-0.092896682,0.430449225,-0.215813333,0.829133255,0.998385984
LOC103670349,,-0.058796213,1.176426425,-0.049978658,0.960139396,0.998385984
LOC103670362,,-0.007739754,0.211265459,-0.036635206,0.970775872,0.998385984
LOC103670364,,0.12751672,1.208729131,0.105496523,0.915981829,0.998385984
LOC103670385,,-0.061573135,0.205483731,-0.299649684,0.764444382,0.998385984
LOC103670474,,-0.065379201,0.666441087,-0.098101996,0.921851303,0.998385984
LOC103670479,,-0.236606423,1.158990121,-0.204148783,0.838237234,0.998385984
LOC103670484,,-0.261153182,1.237415405,-0.211047302,0.832850361,0.998385984
LOC103670492,,0.154459803,0.508206299,0.303931304,0.761180228,0.998385984
LOC103670515,,0.046058586,0.274753618,0.167635958,0.866869681,0.998385984
LOC103670536,,0.164178795,0.455244486,0.360638734,0.71836953,0.998385984
LOC103670543,,-0.056408703,1.477213499,-0.038185884,0.969539476,0.998385984
LOC103670544,,-0.035756521,0.694844183,-0.051459769,0.958959159,0.998385984
LOC103670550,,-0.142381062,0.397957115,-0.357779913,0.720508024,0.998385984
LOC103670555,,-0.087999901,0.236909018,-0.371450197,0.710302244,0.998385984
LOC103670561,,-0.008588531,0.253904016,-0.033825895,0.973015987,0.998385984
LOC103670562,,-0.074318768,0.203930609,-0.364431647,0.715535707,0.998385984
LOC103670584,,0.055601055,0.28198982,0.197173978,0.843691393,0.998385984
LOC103670590,,-0.006670049,0.117543802,-0.056745222,0.95474815,0.998385984
LOC103670600,,-0.037403225,0.096911997,-0.385950407,0.699533398,0.998385984
LOC103670621,,0.025048048,0.453368353,0.05524878,0.955940267,0.998385984
LOC103670629,,-0.01288804,0.917479943,-0.014047217,0.988792311,0.998385984
LOC103670646,,-0.113321223,0.300255167,-0.377416398,0.705864183,0.998385984
LOC103670658,,-0.241738733,0.731561804,-0.330441983,0.741066024,0.998385984
LOC103670670,,-0.127366715,0.367321086,-0.346744903,0.728782973,0.998385984
LOC103670713,,-0.041051873,0.496436956,-0.082693024,0.934095632,0.998385984
LOC103670717,,-0.058172367,0.18887833,-0.30798857,0.75809103,0.998385984
LOC103670754,,-0.085395023,0.216385346,-0.394643283,0.693106166,0.998385984
LOC103670769,,0.009509913,0.241404889,0.039394036,0.968576235,0.998385984
LOC103670792,,0.039297532,0.119967045,0.327569388,0.743237271,0.998385984
LOC103670798,,0.063208621,0.201240084,0.314095582,0.753448445,0.998385984
LOC103670812,,-0.043668514,0.160047591,-0.272847058,0.784970785,0.998385984
LOC103670818,,0.222348839,1.215625151,0.182909048,0.854869383,0.998385984
LOC103670851,,0.074790101,0.408628627,0.183027072,0.854776777,0.998385984
LOC103670890,,-0.309042686,1.494042208,-0.206850037,0.836126977,0.998385984
LOC103670930,,-0.029158678,1.493430564,-0.019524629,0.984422589,0.998385984
LOC103670935,,-0.015311946,0.067969095,-0.225278055,0.82176297,0.998385984
LOC103670942,,0.005972324,0.091859884,0.06501558,0.948161595,0.998385984
LOC103670945,,-0.326973874,0.832347139,-0.392833541,0.69444243,0.998385984
LOC103670951,,-0.044650498,0.594666128,-0.075084986,0.940147094,0.998385984
LOC103670982,,-0.123726124,0.62457165,-0.198097567,0.842968729,0.998385984
LOC103670985,,0.040706191,0.200188756,0.203339048,0.838870037,0.998385984
LOC103670994,,-0.118408014,0.30683755,-0.385898057,0.69957217,0.998385984
LOC103671006,,-0.084811789,0.198696709,-0.426840429,0.669495557,0.998385984
LOC103671030,,0.069115093,0.271649831,0.254427151,0.799165577,0.998385984
LOC103671032,,-0.08030876,0.174592212,-0.459979053,0.645531256,0.998385984
LOC103671033,,0.006953167,0.263080387,0.026429819,0.97891451,0.998385984
LOC103671040,,-0.024911799,0.18975636,-0.131283076,0.895551379,0.998385984
LOC103671101,,-0.013639561,0.093557562,-0.145787908,0.884088822,0.998385984
LOC103671110,,0.019495662,0.056570299,0.344627171,0.730374676,0.998385984
LOC103671148,,0.061316841,0.589347013,0.104041998,0.91713602,0.998385984
LOC103671150,,0.033628682,0.183464275,0.183298256,0.854564002,0.998385984
LOC103671156,,0.468061844,1.03309647,0.453066928,0.650500549,0.998385984
LOC103671164,,-0.072718417,0.589836501,-0.123285719,0.901880849,0.998385984
LOC103671169,,-0.191155447,0.422893661,-0.452017763,0.651256186,0.998385984
LOC103671175,,-0.015456671,0.208599557,-0.074097333,0.940932937,0.998385984
LOC103671192,,0.033481574,0.090852575,0.368526415,0.712480752,0.998385984
LOC103671215,,0.22392858,0.526816845,0.425059644,0.670793196,0.998385984
LOC103671226,,-0.188098685,0.55487787,-0.338991146,0.7346164,0.998385984
LOC103671260,,-0.083211593,0.818854671,-0.101619488,0.91905871,0.998385984
LOC103671264,,-0.052214797,0.1216515,-0.429216217,0.667765883,0.998385984
LOC103671279,,-0.132088404,0.567957808,-0.232567282,0.816097436,0.998385984
LOC103671281,,0.112019149,0.400606662,0.27962378,0.779766161,0.998385984
LOC103671289,,-0.114100368,0.251916893,-0.452928608,0.65060015,0.998385984
LOC103671297,,-0.005144877,0.266638425,-0.019295333,0.984605507,0.998385984
LOC103671302,,-0.015736483,0.223313632,-0.070468081,0.943821105,0.998385984
LOC103671310,,-0.241951851,0.734806925,-0.329272687,0.741949586,0.998385984
LOC103671324,,-0.103653638,0.830984151,-0.124735998,0.900732557,0.998385984
LOC103671326,,0.058045144,0.21318179,0.27228003,0.78540671,0.998385984
LOC103671330,,-0.279121187,0.703480363,-0.396771825,0.691535729,0.998385984
LOC103671378,,0.043431848,0.302017886,0.143805548,0.885654022,0.998385984
LOC103671379,,-0.023992416,0.59994888,-0.039990767,0.968100487,0.998385984
LOC103671395,,0.081263484,0.338708726,0.239921437,0.810391162,0.998385984
LOC103671403,,0.043276577,0.312005141,0.138704692,0.88968351,0.998385984
LOC103671482,,-0.034278388,0.159572187,-0.214814301,0.829912103,0.998385984
LOC103671487,,-0.027007212,0.190602975,-0.141693546,0.887322073,0.998385984
LOC103671488,,-0.002434225,0.147718013,-0.016478866,0.986852363,0.998385984
LOC103671490,,0.016060281,0.096111694,0.167100178,0.867291226,0.998385984
LOC103671496,,0.158850275,0.489213061,0.324705711,0.745403812,0.998385984
LOC103671508,,0.023478036,0.151601189,0.154867097,0.876926093,0.998385984
LOC103671511,,-0.025957963,0.130745489,-0.198538115,0.842624067,0.998385984
LOC103671542,,0.014577579,0.075188285,0.193880983,0.846269074,0.998385984
LOC103671546,,-0.014056131,0.698512715,-0.020122942,0.983945299,0.998385984
LOC103671550,,0.056396853,0.185112767,0.304662145,0.760623484,0.998385984
LOC103671581,,-0.044804019,0.092351756,-0.485145282,0.627573293,0.998385984
LOC103671598,,-0.262065434,0.942379966,-0.278088928,0.780944095,0.998385984
LOC103671616,,-0.034649867,0.28964319,-0.119629489,0.904776659,0.998385984
LOC103671628,,0.015828029,0.686029248,0.023071945,0.981592884,0.998385984
LOC103671677,,0.26921488,0.607732686,0.442982394,0.657778469,0.998385984
LOC103671724,,0.236263323,0.596631579,0.395995337,0.692108468,0.998385984
LOC103671731,,0.040633904,0.226069056,0.179741114,0.857355815,0.998385984
LOC103671753,,-0.051055618,1.470602439,-0.034717485,0.972305019,0.998385984
